CURRENT_LAND_VALUE_2024,CURRENT_LAND_VALUE_2023,CURRENT_LAND_VALUE_2022,CURRENT_LAND_VALUE_2021,CURRENT_LAND_VALUE_2020,CURRENT_IMPROVEMENT_VALUE_2024,CURRENT_IMPROVEMENT_VALUE_2023,CURRENT_IMPROVEMENT_VALUE_2022,CURRENT_IMPROVEMENT_VALUE_2021,CURRENT_IMPROVEMENT_VALUE_2020,LATITUDE,LONGITUDE,Count_Per_Year_2020,Count_Per_Year_2021,Count_Per_Year_2022,Count_Per_Year_2023,Count_Per_Year_2024,MIN_DISTANCE_LIBRARY_METERS,CLOSEST_HOMELESS_SHELTER,CLOSEST_SCHOOL_METERS,COMMUNITY_CENTRE_DISTANCE_METERS,CLOSEST_DOG_PARK_METERS,YEAR_BUILT,BIG_IMPROVEMENT_YEAR
19403000.0,19618000.0,18083000.0,17975000.0,20901000.0,699200.0,675800.0,519000.0,507800.0,496500.0,49.261168,-123.102679,3,3,3,3,3,391.9783114236318,265.01710061270177,"{26.85402816568688, Independent School}",391.9783114236318,1266.686082181717,1955.0,1955.0
39068000.0,37797000.0,38398000.0,33132000.0,31187000.0,7179700.0,6581300.0,6592000.0,6352800.0,6216200.0,49.239423,-123.190694,10,10,10,10,10,819.5075449779201,6383.967393710228,"{536.3914986753463, Public School}",413.7751355661216,846.6235764944703,2018.0,2019.0
1842000.0,1709000.0,1603000.0,1355000.0,1264000.0,471000.0,467000.0,481000.0,429000.0,434000.0,49.2534539,-123.0414324,1,1,1,1,1,163.33398674263472,2611.7906129353755,"{111.16570552639895, Public School}",163.33398674263472,225.93214347603475,1995.0,1995.0
5805000.0,4880600.0,4863000.0,4621000.0,4580000.0,610300.0,641400.0,549900.0,565800.0,586800.0,49.278571,-123.097447,15,15,15,15,15,340.758951441229,270.0878349537093,"{454.5199342341486, Public School}",340.758951441229,530.1846098170635,1998.0,1998.0
27123000.0,26307500.0,24809000.0,21791000.0,19048000.0,3150000.0,2702100.0,2427400.0,2512200.0,2868300.0,49.248622,-123.097235,18,17,18,18,18,941.7124042350524,1648.655579783835,"{216.3925616490074, Public School}",941.7124042350524,996.245618235802,2021.0,2021.0
17008000.0,16630000.0,15238000.0,14482000.0,13638000.0,5580000.0,5455000.0,5296000.0,5066000.0,5020000.0,49.243305,-123.100293,25,25,25,25,25,554.9524490627354,2154.640299191037,"{233.6681620315998, Public School}",554.9524490627354,459.1529341550308,2012.0,2012.0
17417000.0,16543119.0,14110000.0,12755000.0,12106000.0,6726000.0,6393000.0,6516000.0,5886000.0,5805000.0,49.265386,-123.137919,12,12,12,12,12,277.3984411367016,1739.256147848812,"{287.5352877334756, Public School}",529.220798518934,995.221034851492,2002.0,2002.0
129484000.0,137297074.0,126420000.0,127915000.0,127243000.0,40073000.0,42429000.0,37691000.0,38314000.0,37908000.0,49.2457415,-123.1092431,92,92,92,92,92,236.8801343050747,1861.7412125747687,"{289.7777977905918, Public School}",236.8801343050747,486.2886628940298,2009.0,2009.0
87398000.0,95292743.0,83657000.0,80088000.0,84875000.0,28227000.0,30972000.0,32312000.0,31168000.0,31256000.0,49.2749939,-123.1317963,72,72,72,72,72,1286.200465765795,585.1989656159312,"{238.59223892369837, Independent School}",642.2331992244831,329.0736070416268,1993.0,1993.0
84904000.0,86304903.0,81227000.0,78052000.0,81858000.0,26801000.0,27891000.0,29796000.0,28602000.0,29384000.0,49.233625,-123.158134,100,100,100,100,100,88.71204000958416,4958.931757439319,"{531.6097835554455, Public School}",88.71204000958416,1297.4464378113942,1994.0,1994.0
14961000.0,16476000.0,16194000.0,15732000.0,16956000.0,323700.0,308600.0,308200.0,325200.0,336000.0,49.227382,-123.128265,3,3,3,3,3,997.6123638701068,4213.504351912695,"{493.1949831632235, Public School}",1433.4921526960643,1227.331949308843,1980.0,1980.0
10836000.0,10254000.0,9107000.0,7942000.0,6987000.0,2305000.0,2291900.0,2205800.0,2008800.0,2031300.0,49.218945,-123.05151,6,6,6,6,6,821.6171410119604,5764.914505061901,"{423.94318303871347, Public School}",1072.617358599351,404.45435303538136,2016.0,2016.0
23000000.0,21796864.0,19795000.0,18195000.0,17831000.0,3889100.0,3342200.0,2987500.0,2641200.0,2653600.0,49.278494,-123.071204,16,16,16,16,16,372.8541789551436,1011.838705505387,"{366.01122767516534, Public School}",372.8541789551436,912.885358418002,2010.0,2010.0
34808000.0,34943000.0,34862000.0,30297000.0,29600000.0,11346000.0,8464000.0,8305000.0,7618000.0,7624000.0,49.269363,-123.208461,6,6,6,6,6,652.0147870602652,5960.49472276386,"{314.2275673811808, Public School}",394.9950258816255,431.7129173970254,2015.0,2016.0
2902000.0,2842000.0,2745000.0,2267000.0,2153000.0,132800.0,137600.0,142900.0,127800.0,133000.0,49.26461,-123.064321,2,2,2,2,2,1402.2674183939243,612.2443910995406,"{322.2004147849546, Public School}",1038.755828283125,802.9672533431504,1970.0,1978.0
1965000.0,1893000.0,1780000.0,1551000.0,1357000.0,440000.0,430000.0,401000.0,375000.0,373000.0,49.242935,-123.071646,1,1,1,1,1,735.042787433192,2936.6972806395074,"{271.7894774893851, Public School}",566.991713857875,538.5488305607848,2005.0,2005.0
8211000.0,7951000.0,7178000.0,5764000.0,5017000.0,311900.0,318600.0,330100.0,289200.0,299800.0,49.217415,-123.101995,7,7,7,7,7,1589.6939924834048,5003.1271078247255,"{492.14019724190797, Public School}",618.2628606697606,720.5734111024004,2006.0,2006.0
1883000.0,1803000.0,1671000.0,1403000.0,1203000.0,1177000.0,1139000.0,1133000.0,1004000.0,1014000.0,49.2225183,-123.0711236,1,1,1,1,1,438.5196222997097,5095.523808768931,"{233.92457286369694, Public School}",1805.2758290580043,811.3265929820662,2013.0,2013.0
30041000.0,28259000.0,29447000.0,24497000.0,23474000.0,3315200.0,3345600.0,3249700.0,3195600.0,3226400.0,49.243121,-123.167468,11,11,11,11,11,1335.5057469164135,4793.538898362521,"{611.9220673088515, Public School}",1335.5057469164135,579.3689062059891,2017.0,2017.0
5795000.0,5690000.0,5788000.0,5005000.0,4965000.0,370700.0,386300.0,396300.0,426000.0,442600.0,49.236258,-123.19374,2,2,2,2,2,1233.962930637098,6788.875498354028,"{362.24082279358663, Public School}",827.7337437941529,477.5483618095329,1986.0,1986.0
34007000.0,32567000.0,30141000.0,25184000.0,21674000.0,4746200.0,4677800.0,4678200.0,4242500.0,4334400.0,49.234865,-123.055656,15,15,15,15,15,959.4829850894664,3970.632567398158,"{245.33071586039378, Public School}",1164.9122700953717,825.9984068547811,2006.0,2006.0
24585000.0,28056000.0,29471000.0,27449000.0,34107000.0,3924000.0,68300.0,61400.0,60100.0,58800.0,49.276703,-123.081225,1,1,1,1,1,552.4350781941964,911.9681660116936,"{220.43273280903873, StrongStart BC}",490.9468602854458,159.16865109807244,1950.0,1970.0
20824000.0,19895573.0,19108000.0,15715000.0,13539000.0,5307000.0,5217000.0,4959000.0,3323000.0,3132700.0,49.212658,-123.09809,12,12,13,13,13,1956.3398648946168,5552.937546151397,"{215.94416967288024, Public School}",1153.3589724418266,270.4709323438912,2021.0,2021.0
1755000.0,1679000.0,1539000.0,1285000.0,1134000.0,66900.0,68300.0,69300.0,60200.0,62700.0,49.229135,-123.029213,1,1,1,1,1,1249.7908737004586,5297.039962804306,"{127.7148832706157, Public School}",1119.56105646296,1002.927706404992,1965.0,1965.0
8086000.0,8086000.0,8608000.0,8216000.0,8738000.0,4269000.0,10170000.0,9648000.0,7095000.0,7596000.0,49.2834152,-123.1129873,1,1,1,1,1,454.509209329234,106.44956372982092,"{191.25573585430155, Independent School}",969.597241377892,834.6604286561447,1912.0,1950.0
25089000.0,24558000.0,22758000.0,19734000.0,17565000.0,3596800.0,3541400.0,3426700.0,3074500.0,3060300.0,49.23039,-123.072935,15,15,15,15,15,1264.8050615397506,4281.640505685152,"{403.12221526961963, Public School}",920.8218119854614,229.4469371328275,2007.0,2007.0
31847000.0,31438000.0,31659000.0,28778000.0,27071000.0,7893700.0,7601000.0,7522200.0,7170600.0,7201900.0,49.271219,-123.18854,8,8,8,8,8,1611.743311862687,4502.915257387384,"{692.5513600987686, Public School}",1159.731492065442,1319.347683813539,2013.0,2013.0
8708000.0,7997000.0,6510000.0,5245000.0,5234000.0,73100.0,71600.0,71500.0,192500.0,106200.0,49.232818,-123.050311,2,2,2,2,2,674.4442095406151,4288.697129821509,"{304.42020192501315, Independent School}",739.7144369840543,688.8659800909402,1980.0,1980.0
30300001.0,30398282.0,25875001.0,23924001.0,22540001.0,10663001.0,10699001.0,10909001.0,10076001.0,10195001.0,49.207185,-123.065791,60,60,60,60,60,1393.936033193403,6787.848722131065,"{872.7695930717097, Public School}",2575.500490679881,1114.896542829291,1994.0,1994.0
36095000.0,34743000.0,33664000.0,29855000.0,26741000.0,2987000.0,3045000.0,3116000.0,4846800.0,4559400.0,49.230733,-123.115739,10,10,10,10,10,243.08964657634124,3586.7643591641995,"{571.996124401686, Public School}",1402.5755866635109,858.7745421748846,2017.0,2017.0
1867000.0,1732000.0,1625000.0,1376000.0,1257000.0,74800.0,77800.0,81100.0,71200.0,76300.0,49.25281,-123.052169,1,1,1,1,1,667.0443773252275,2182.127271747301,"{83.91571736307785, Public School}",667.0443773252275,618.8804929539791,1974.0,1974.0
21908000.0,20929000.0,19042000.0,16140000.0,14510000.0,2990800.0,2942400.0,2849800.0,2500000.0,2517000.0,49.244566,-123.0526804,14,14,14,14,14,1119.1742973791904,2995.7797732504982,"{357.3574997021017, Public School}",1119.1742973791904,1058.416605939248,2006.0,2006.0
9395000.0,8823400.0,9148000.0,7814000.0,7301000.0,3342700.0,3374900.0,1544900.0,914500.0,942300.0,49.251771,-123.102787,7,7,7,8,8,960.9027955682528,1196.0154627873414,"{366.69314388112355, Public School}",960.9027955682528,1131.5513726289455,1910.0,2017.0
31951000.0,30766000.0,28346000.0,24596000.0,22356000.0,3909100.0,3865300.0,3883200.0,3373600.0,3466000.0,49.224485,-123.085449,17,17,17,17,17,659.5896230856524,4462.295147925768,"{426.6768479753798, StrongStart BC}",1114.326995455555,866.8882981246502,2016.0,2016.0
16205001.0,15252417.0,15595001.0,15515001.0,15946001.0,1271001.0,1178001.0,912001.0,834001.0,754301.0,49.2825255,-123.1069445,3,3,3,3,3,521.1680460626685,95.94544815242818,"{433.7950750331575, Public School}",521.1680460626685,503.75074076366633,1912.0,1980.0
6128000.0,5956000.0,5966000.0,5179000.0,4926000.0,967000.0,1013000.0,1001000.0,933000.0,950000.0,49.237119,-123.11,2,2,2,2,2,717.4439599902793,2820.3135484166846,"{665.7686220243072, Public School}",758.3762925426754,101.31585553730388,1996.0,1996.0
5400000.0,5167000.0,4733000.0,3962000.0,3485000.0,288100.0,294400.0,298400.0,263400.0,275900.0,49.222786,-123.054862,3,3,3,3,3,939.2020952944667,5299.913615647625,"{145.70667089051588, Public School}",916.7605040385924,769.2228438316323,1980.0,1980.0
13439000.0,13155000.0,12683000.0,10284000.0,9784000.0,3055000.0,3222000.0,3314000.0,2916000.0,3017000.0,49.2738264,-123.0617817,8,8,8,8,8,893.9216885102944,607.6973623466669,"{209.86866438360812, Public School}",893.9216885102944,1589.7933755034094,1912.0,2000.0
2174000.0,2174000.0,1992000.0,1992000.0,2355000.0,555000.0,667000.0,783000.0,705000.0,612000.0,49.28821,-123.057874,1,1,1,1,1,993.4207440625638,2165.1174523386417,"{272.1879895859923, StrongStart BC}",1573.4416080938306,656.5199681134307,1961.0,1961.0
22241000.0,22241000.0,24511000.0,24511000.0,28778000.0,8965000.0,12298000.0,9471000.0,4977000.0,1011000.0,49.2835984,-123.1249919,1,1,1,1,1,807.480442518382,221.49410052390368,"{279.7697270704348, Independent School}",631.8512045463104,403.2661285543925,1966.0,1966.0
0.0,0.0,0.0,42090000.0,0.0,0.0,0.0,0.0,35800.0,0.0,49.269274,-123.098963,4,4,4,4,4,560.319854297522,257.29963020552793,"{379.5474259410575, Independent School}",557.4685472931191,897.7403217259426,1965.0,1971.0
18875000.0,17816000.0,16874000.0,13873000.0,13100000.0,3209300.0,2923600.0,2975200.0,2459100.0,2366100.0,49.245632,-123.085829,10,10,10,10,10,856.0499306591894,2358.929199842012,"{414.9947916455036, Public School}",1091.4090191309872,890.241860795439,2014.0,2015.0
87701000.0,81931000.0,90009000.0,90009000.0,106165000.0,76352000.0,133887000.0,121401000.0,92689000.0,84797000.0,49.276419,-123.121534,5,5,5,5,5,564.272336954571,510.3429106835059,"{469.96632003433433, Public School}",226.37610994615247,176.13184650260504,1931.0,1988.0
22522000.0,23132000.0,21915000.0,20697000.0,27393000.0,1012800.0,25500.0,24100.0,23700.0,23100.0,49.264184,-123.173691,3,3,3,3,3,366.67604636652,3742.9096824912094,"{296.30672605221116, Public School}",1013.0809872596508,1328.746551548155,1989.0,1989.0
7848000.0,6825000.0,6825000.0,6483000.0,7166000.0,1295000.0,950000.0,1021000.0,1061000.0,541000.0,49.260966,-123.119907,1,1,1,1,1,1301.7981552387762,856.3690049785124,"{294.62114365120226, Independent School}",902.5790630436042,768.7611841930435,1990.0,2000.0
12085000.0,11492000.0,10156000.0,9320000.0,8714000.0,1599500.0,1624000.0,1544000.0,1371000.0,1384600.0,49.228442,-123.065601,8,8,8,8,8,976.6341678259,4561.352046811616,"{438.07795232320115, Public School}",1329.441680053399,346.7579146511784,2007.0,2007.0
62545000.0,72659632.0,64912000.0,59186000.0,73831000.0,9294100.0,4004200.0,6372000.0,8358400.0,1837400.0,49.263642,-123.205917,11,11,11,11,11,195.32770511878311,5937.475511103962,"{475.6175983313501, Public School}",912.9373830593656,1044.9288930487826,1990.0,1990.0
28190000.0,27038000.0,26118000.0,22516000.0,22668000.0,6469000.0,6652600.0,6731000.0,5869700.0,6108700.0,49.2234326,-123.1351786,8,8,8,8,8,1490.8723448463682,4821.31799732654,"{742.9551374724252, Public School}",1139.1169279199594,1765.0297678423767,2008.0,2010.0
3875000.0,3594000.0,3375000.0,2797000.0,2543000.0,558000.0,165500.0,162600.0,142200.0,142500.0,49.256359,-123.049529,2,2,2,2,2,646.7882716393102,1972.2583890553312,"{89.80572983118759, Independent School}",646.7882716393102,636.37424549905,1940.0,1985.0
14466000.0,14653000.0,14271000.0,12288000.0,11898000.0,5007000.0,5147000.0,5234000.0,4772000.0,4553500.0,49.208601,-123.146197,7,7,7,7,7,492.6143870274457,6654.427313393398,"{144.99404569729248, Independent School}",1508.256676978051,413.2469666894818,2016.0,2016.0
23947000.0,22985000.0,22060000.0,19156000.0,18736000.0,9766000.0,9907000.0,9976000.0,8746000.0,8593000.0,49.22695,-123.152269,8,8,8,8,8,778.4845428521496,5180.1096457327085,"{186.07442562286994, Public School}",778.4845428521496,1825.956842227294,2016.0,2017.0
10818000.0,10616000.0,9920000.0,8943000.0,7627000.0,1829200.0,1806700.0,1772000.0,1551400.0,1551600.0,49.233208,-123.105521,7,7,7,7,7,849.8766848943287,3239.2404452298097,"{197.76075449143445, Public School}",1190.3750959379438,643.9372264227904,2010.0,2010.0
5374000.0,5262000.0,5070000.0,4122000.0,3906000.0,1454100.0,1522800.0,1588500.0,1277600.0,1290500.0,49.2757202,-123.0637223,4,4,4,4,4,731.2184021534313,714.5590398873668,"{161.04686048648807, Independent School}",731.2184021534313,1425.7337678502947,1910.0,2000.0
8756000.0,8756000.0,8026000.0,8026000.0,9194000.0,2523000.0,2821000.0,3331000.0,2268000.0,2598000.0,49.256659,-123.104064,1,1,1,1,1,894.7162615126076,644.8270446310055,"{305.3017367392484, Public School}",894.7162615126076,1654.8216267093972,1966.0,1966.0
32209000.0,33973400.0,39746000.0,35164000.0,35820000.0,18473000.0,19345000.0,10838600.0,10581600.0,10406300.0,49.205551,-123.134641,89,89,89,2,2,665.0415767663828,6651.260537862997,"{210.12636220781428, Independent School}",1122.178471775187,1282.3744393347736,2005.0,2005.0
7668000.0,7362000.0,6767000.0,5441000.0,5142000.0,552500.0,545100.0,526400.0,500600.0,509400.0,49.2462474,-123.0340028,5,5,5,5,5,945.7969002282972,3561.9114274389567,"{232.09494371513222, Public School}",945.7969002282972,939.6053176225032,1994.0,1994.0
23399000.0,22542775.0,20926000.0,17929000.0,16063000.0,3410000.0,2927400.0,2639700.0,2222900.0,1988300.0,49.275819,-123.054468,15,15,15,15,15,651.3501991337017,1153.3078511969002,"{307.9092490690937, Public School}",1236.8919030545453,1732.0941724679983,2019.0,2019.0
19873000.0,19735000.0,19657000.0,18517000.0,20645000.0,331000.0,360000.0,362000.0,345000.0,455800.0,49.246172,-123.115339,3,3,3,3,3,600.9756585353562,1924.7492142742003,"{690.5197230479397, Public School}",600.9756585353562,819.1967938632253,1947.0,1979.0
4101000.0,4213000.0,3933000.0,3460000.0,3200000.0,1022000.0,1040000.0,1145000.0,1049000.0,1058000.0,49.257882,-123.143555,3,3,3,3,3,705.753062977337,2474.944498266564,"{625.0583695346525, Independent School}",1289.0113476579072,1671.2201954863558,2013.0,2013.0
16272000.0,15545000.0,14160000.0,11859000.0,10688000.0,717500.0,712200.0,708000.0,649600.0,667300.0,49.248841,-123.058598,9,9,9,9,9,1199.319465480805,2410.017590071712,"{259.2462162134751, Public School}",875.6578405648816,1000.1089284360536,1998.0,2000.0
1798000.0,1701000.0,1569000.0,1364000.0,1239000.0,672000.0,654000.0,665000.0,583000.0,584000.0,49.256935,-123.027653,1,1,1,1,1,1222.668938917948,3214.0457831509825,"{255.9079368307493, Independent School}",808.3286001600126,139.93768479778305,2006.0,2007.0
18251000.0,18032000.0,15577000.0,14041000.0,13896000.0,4823000.0,4774000.0,4957000.0,4481000.0,4586000.0,49.277515,-123.0304833,24,24,24,24,24,1464.9359185900162,2811.0788722879734,"{592.4266732886991, Public School}",742.107135090911,1231.2834390950156,1996.0,1996.0
25866000.0,24465000.0,22587000.0,19695000.0,17822000.0,5949700.0,5653300.0,5579300.0,4981600.0,5039000.0,49.252177,-123.030062,14,14,14,14,14,939.3713908459342,3337.891081717123,"{165.4834089426802, Public School}",939.3713908459342,279.7819708107523,2018.0,2018.0
2438000.0,2040000.0,2035000.0,2326000.0,2379000.0,0.0,0.0,0.0,0.0,0.0,49.281797,-123.077113,1,1,1,1,1,729.7836002966889,887.412432230182,"{425.1508191464738, StrongStart BC}",521.2935435284509,756.0259496085292,1987.0,1988.0
39789000.0,38048000.0,38280000.0,33333000.0,30270000.0,6295900.0,6227300.0,6155100.0,5152800.0,4471200.0,49.238404,-123.175552,12,12,12,12,12,1116.0151990097845,5573.552923024617,"{291.35999302003563, Public School}",1046.6320572144912,701.5164904512454,2019.0,2019.0
13682000.0,13378000.0,12031000.0,10418000.0,8993000.0,4529000.0,4766000.0,4488000.0,4145000.0,4179000.0,49.213692,-123.07025,7,7,7,7,7,710.9912306196242,5995.321698413617,"{254.74878829912856, Public School}",2418.27062658604,1223.9274295572511,2011.0,2011.0
70440000.0,71204000.0,70125000.0,69350000.0,68483000.0,26541000.0,26830000.0,27164000.0,26829000.0,26177000.0,49.2778815,-123.099093,140,140,140,140,140,365.26032280262416,375.8595657914469,"{550.4837240455627, Public School}",365.26032280262416,410.4575755722923,2010.0,2010.0
57322000.0,57322000.0,63202000.0,63202000.0,74960000.0,22685000.0,24066000.0,16511000.0,15098000.0,277000.0,49.2788977,-123.1307723,1,1,1,1,1,1104.217288477842,227.84271854949168,"{204.41469724361946, Independent School}",536.9067013799646,461.0658301907798,1972.0,1972.0
58320000.0,53638633.0,46984000.0,37646000.0,35220000.0,6416800.0,6056800.0,7563200.0,6099900.0,6449900.0,49.217197,-123.039899,55,55,55,55,55,212.7305656682757,6173.95195985047,"{382.5514711483469, Public School}",646.2349107292019,571.1043375527479,1972.0,1972.0
33508000.0,32432502.0,29914000.0,26043000.0,23334000.0,8555700.0,7421800.0,7220600.0,6630500.0,6580800.0,49.236905,-123.06262,38,38,38,38,38,1455.6333788411323,3651.793041246364,"{375.41768504153464, Public School}",951.7809705432702,329.36351970138907,2009.0,2009.0
18367000.0,18199000.0,16947000.0,15253000.0,13786000.0,2332400.0,2372300.0,2518600.0,2261500.0,2216900.0,49.251535,-123.071944,14,14,14,14,14,364.2069670322165,1981.922206259016,"{264.0889966153811, Public School}",627.7003388905034,466.2633803916152,2017.0,2017.0
15631000.0,13224400.0,8080900.0,11226000.0,15521000.0,10380000.0,8775000.0,12122000.0,8569000.0,8474800.0,49.261935,-123.05394,69,69,69,69,69,1324.5665340836113,1304.7394270908942,"{232.1818258088193, Public School}",1117.1868890129274,774.349107862733,1994.0,1994.0
27303000.0,26472596.0,24189000.0,20992000.0,19532000.0,5796000.0,5285000.0,4971900.0,4425400.0,4501800.0,49.2365713,-123.0756474,16,16,16,16,16,1322.932994420213,3608.103650104864,"{194.7033831040338, Public School}",214.7287923494793,638.0579255286161,2015.0,2015.0
2870000.0,2877000.0,2847000.0,2373000.0,2246000.0,98600.0,102000.0,100000.0,88100.0,90900.0,49.24234,-123.155527,1,1,1,1,1,1022.7192975277032,4155.055446537272,"{413.5878695121188, Public School}",1022.7192975277032,574.4172784854642,1963.0,1970.0
16255000.0,14899000.0,13468000.0,11445000.0,10339000.0,2658600.0,2604000.0,2679000.0,2432200.0,2450600.0,49.2327945,-123.0293295,9,9,9,9,9,1035.2648584657056,4949.918080805674,"{450.6732912405644, Public School}",1247.930946170336,1404.1368781584051,2016.0,2016.0
14642000.0,14956000.0,13574000.0,11663000.0,9784000.0,1284300.0,1309500.0,1329400.0,1166900.0,1171200.0,49.280169,-123.064203,11,11,11,11,11,861.8575603921287,1181.1898756913286,"{70.7110287391064, Public School}",861.8575603921287,1452.5179746453798,1911.0,2000.0
7301000.0,12259000.0,13496000.0,11386000.0,14945000.0,18490200.0,18440900.0,17473100.0,17084200.0,15750600.0,49.2821474,-123.0997307,5,5,5,5,3,119.50674516234926,99.46136169044458,"{633.0462044636494, Public School}",119.50674516234926,354.594229565157,1974.0,1975.0
5796000.0,5587000.0,5594000.0,5136000.0,4810000.0,168800.0,167400.0,168600.0,141500.0,145500.0,49.225153,-123.120867,2,2,2,2,2,880.4218381390402,4275.919077135283,"{195.283507802053, Public School}",1278.7729920775544,1538.8167595905968,1958.0,1958.0
5736000.0,5620000.0,5540000.0,4602000.0,4382000.0,697700.0,697700.0,635300.0,580900.0,590900.0,49.268044,-123.064183,4,4,4,4,4,1092.1284425378738,298.14648429328093,"{183.72908299788028, Public School}",1092.1284425378738,1178.7165583003653,2006.0,2006.0
24774000.0,23294000.0,20426000.0,18239000.0,17661000.0,6668800.0,5824400.0,3880700.0,2860700.0,2059900.0,49.228575,-123.182863,9,9,9,9,9,1940.100132957301,6658.575777551013,"{620.4350192367021, Public School}",1630.2644820210398,837.6875947539484,2020.0,2020.0
8973000.0,8973000.0,8973000.0,8907000.0,9592000.0,4275000.0,5325000.0,4391000.0,3871000.0,3484000.0,49.258833,-123.115462,1,1,1,1,1,1263.3806278478778,798.376400859701,"{290.3912212096114, Independent School}",784.0579858046444,1116.5626478302695,1978.0,1978.0
3600000.0,3440000.0,3280000.0,2800000.0,2560000.0,452000.0,463000.0,454000.0,389000.0,399000.0,49.2755103,-123.0597403,2,2,2,2,2,926.5146894125756,846.129175773688,"{332.8909398979697, Public School}",1020.0251166220852,1715.4354602775456,1987.0,1995.0
16750000.0,15354000.0,13868000.0,11784000.0,10647000.0,3371700.0,3287200.0,3319600.0,2980800.0,3007900.0,49.233492,-123.028129,9,9,9,9,9,1092.978055185161,4935.4635296777415,"{439.5213805322186, Public School}",1361.8951904486846,1488.93491112905,2010.0,2010.0
34393000.0,34131000.0,33743000.0,31486000.0,29631000.0,7036200.0,6879600.0,5935900.0,6768000.0,6621700.0,49.230423,-123.065392,16,16,16,16,16,1197.363386712178,4343.075247099602,"{262.5470258927716, Public School}",1159.8462740756352,336.66330996458123,2015.0,2015.0
34549000.0,39426000.0,41333000.0,38497000.0,45772000.0,23636000.0,22209000.0,16811000.0,16624000.0,16351000.0,49.2612326,-123.0920434,1,1,1,1,1,683.125752603501,1010.1638093882732,"{178.2710885213805, StrongStart BC}",683.125752603501,1637.908506778486,2009.0,2009.0
